Company Number;Contact Id;Contact Person Number;Contact Type;Date Id;Direction;Fifteen Min Bucket;Finished At;Inside Service Level;Interaction Id;Phone Display Name;Ring Groups;Started At;Thirty Min Bucket;Transfer In;Transfer In Type;Transfer Out;Transfer Out Type;User Id;User Name;Answered At;Callback;Abandon Time;After Call Work Time;Duration;Handle Time;Hard Hold Time;Hold Time;Ring Time;Short Abandon Time;Talk Time;Wait Time;;;
3,91E+12;24754eccda72483d98318de86fef5166;3,93E+11;Answered;20240229;IN;08:15-08:30;2/29/2024 8:28:38 AM;Yes;feb88ce928ac4d62a407b2c67cd7d51c;Italy - DeLonghi - EC;delonghi_dl;2/29/2024 8:15:55 AM;08:00-08:30;No;;No;;6436e43f6cee473a5f29c458;Caterina xxxxx;2/29/2024 8:16:03 AM;No;;10;762;754;;;5;;744;7;;;
3,91E+12;2486b6cd81cf427fac792255b7ae6dca;3,93E+11;Answered;20240123;IN;11:00-11:15;1/23/2024 11:19:35 AM;Yes;963b3b28d78c4c7e8020a8dc5df5ebc8;Italy - DeLonghi - EC;delonghi_dl;1/23/2024 11:14:36 AM;11:00-11:30;No;;No;;6436e441b87ce000a1beb74c;Antonina xxxxxxx;1/23/2024 11:14:43 AM;No;;10;298;291;;;4;;281;6;;;
3,91E+12;24b98f29a40645cc8caa868c2f60c3f7;3,93E+11;Answered;20240209;IN;12:00-12:15;02/09/2024 12:17;Yes;481f12e99e64481dbd9015cc1f68207f;Italy - DeLonghi - EC;delonghi_nu;02/09/2024 12:05;12:00-12:30;No;;No;;6436e43f6cee473a5f29c458;Caterina xxxxx;02/09/2024 12:05;No;;1;678;666;;;9;;665;11;;;
3,91E+12;24e79e91480247358b755abb4f36ce92;3,93E+11;Answered;20240213;IN;12:30-12:45;2/13/2024 12:44:35 PM;Yes;f18142ae85904c4b88bc5a3c809a2ae1;Italy - DeLonghi - EC;delonghi_dl;2/13/2024 12:37:57 PM;12:30-13:00;No;;No;;6436e43f6cee473a5f29c458;Caterina xxxxx;2/13/2024 12:38:04 PM;No;;10;397;389;225;225;5;;154;7;;;
3,91E+12;24ecc516322c475d9f1288bbf9720172;3,90E+11;Answered;20240219;IN;11:15-11:30;2/19/2024 11:30:45 AM;Yes;87206a8ac3c74d5abfef54cf65a4248d;Italy - DeLonghi - EC;delonghi_dl;2/19/2024 11:25:29 AM;11:00-11:30;No;;No;;6436e440b87ce000a1beb74b;Laura xxxxxxx;2/19/2024 11:25:40 AM;No;;10;315;304;67;67;9;;227;11;;;
3,91E+12;254de2fe9e3f40f4a26630749c3bb797;3,90E+11;Answered;20240223;IN;10:30-10:45;2/23/2024 10:47:12 AM;Yes;1365044a9d6a46cea1e9aa15dfb630ea;Italy - DeLonghi - EC;delonghi_br;2/23/2024 10:37:01 AM;10:30-11:00;No;;No;;65489e58d13482535c7be929;Ivana xxxxxxxxxxx;2/23/2024 10:37:07 AM;No;;10;610;603;;;4;;593;6;;;
3,91E+12;256c7a17d66b4e8d9b203b307b7c45b2;3,93E+11;Abandoned;20240227;IN;11:15-11:30;2/27/2024 11:25:28 AM;No;61c0de23241d47648af13ca68710af43;Italy - DeLonghi - EC;delonghi_dl;2/27/2024 11:22:58 AM;11:00-11:30;No;;No;;; ;;No;149;;149;;;;;;;149;;;
3,91E+12;25f1021909bc44b8b1581f182c221c15;3,94E+11;Answered;20240110;IN;10:45-11:00;01/10/2024 10:57;Yes;58cf24ca33de48d98eb35ace797301e0;Italy - DeLonghi - EC;delonghi_dl;01/10/2024 10:53;10:30-11:00;No;;No;;6436e43d49b1301c7f1222cd;Simona xxxxxx;01/10/2024 10:53;No;;10;267;257;;;6;;247;9;;;
3,91E+12;260129a21c974245ac23e6a7809ff803;3,90E+11;Answered;20240123;IN;17:30-17:45;1/23/2024 5:42:41 PM;Yes;486420c44912488d9d9cda7535c9183e;Italy - DeLonghi - EC;delonghi_dl;1/23/2024 5:36:04 PM;17:30-18:00;No;;No;;6436e43d49b1301c7f1222cd;Simona xxxxxx;1/23/2024 5:36:11 PM;No;;10;396;388;;;5;;378;7;;;
3,91E+12;263d78a3ebf74055b846a8c607f23ce9;3,93E+11;Answered;20240206;IN;10:30-10:45;02/06/2024 10:37;Yes;cc7a71450a2349a7931f3ab0b1b85778;Italy - DeLonghi - EC;delonghi_dl;02/06/2024 10:36;10:30-11:00;No;;No;;6436e43d49b1301c7f1222cc;Jenny xxxxxxxxx;02/06/2024 10:36;No;;10;49;45;;;2;;35;4;;;
3,91E+12;26de182f545d471e97d1357720ed522f;3,93E+11;Answered;20240307;IN;14:30-14:45;03/07/2024 14:38;Yes;76bbd95dd3eb4bd8b028896efad083b9;Italy - DeLonghi - EC;delonghi_dl;03/07/2024 14:33;14:30-15:00;No;;No;;65489e58d13482535c7be929;Ivana xxxxxxxxxxx;03/07/2024 14:33;No;;10;302;297;;;2;;287;5;;;
3,91E+12;2709b3d0d15641e48c153bb14d2ec29c;3,94E+11;Answered;20240124;IN;11:00-11:15;1/24/2024 11:07:21 AM;Yes;ab62f861dc5b497c92de698e744df28b;Italy - DeLonghi - EC;delonghi_dl;1/24/2024 11:04:18 AM;11:00-11:30;No;;No;;6436e43b49b1301c7f1222ca;Andrea xxxxxxxxx;1/24/2024 11:04:42 AM;No;;10;182;158;;;21;;148;24;;;
3,91E+12;271404a84ca3411384eea23d30d18d1f;3,93E+11;Answered;20240131;IN;10:15-10:30;1/31/2024 10:42:17 AM;Yes;06ae053db3564e9d8b2acf862193ebab;Italy - DeLonghi - EC;delonghi_dl;1/31/2024 10:28:12 AM;10:00-10:30;No;;No;;6436e43f6cee473a5f29c458;Caterina xxxxx;1/31/2024 10:28:34 AM;No;;11;844;822;156;156;4;;655;21;;;
3,91E+12;272984d40c0b443ab95afe810cd508c3;3,93E+11;Answered;20240123;IN;13:00-13:15;1/23/2024 1:09:28 PM;Yes;6f0929b2970546a6823894407ef2622e;Italy - DeLonghi - EC;delonghi_dl;1/23/2024 1:06:31 PM;13:00-13:30;No;;No;;6436e440b87ce000a1beb74b;Laura xxxxxxx;1/23/2024 1:06:51 PM;No;;10;176;155;;;17;;145;19;;;
3,91E+12;2761013331a347c580e5511f7c597fa6;3,93E+11;Answered;20240202;IN;13:00-13:15;02/02/2024 13:16;Yes;8fea5408aaca4e65821affa4ed719456;Italy - DeLonghi - EC;delonghi_dl;02/02/2024 13:14;13:00-13:30;No;;No;;6436e4426cee473a5f29c459;Laura xxxxxxxxx;02/02/2024 13:14;No;;10;126;120;;;3;;110;5;;;
3,91E+12;27793bff13bc4f639a9fc7dcc1d41130;3,90E+11;Answered;20240220;IN;16:00-16:15;2/20/2024 4:10:20 PM;Yes;ce4e74781c9744bc8f486ec14de0e6a4;Italy - DeLonghi - EC;delonghi_dl;2/20/2024 4:06:20 PM;16:00-16:30;No;;No;;6436e440b87ce000a1beb74b;Laura xxxxxxx;2/20/2024 4:06:43 PM;No;;10;239;215;;;20;;205;22;;;
3,91E+12;27e00cf573444b99b7f31d97f965a0e8;3,94E+11;Answered;20240308;IN;17:00-17:15;03/08/2024 17:24;No;dd67eae018af4083ba77b0e23e6a5995;Italy - DeLonghi - EC;delonghi_dl;03/08/2024 17:14;17:00-17:30;No;;No;;6436e440b87ce000a1beb74b;Laura xxxxxxx;03/08/2024 17:19;No;;10;622;322;;;5;;312;299;;;
3,91E+12;28a981170b014e1884fe7c7375596799;3,93E+11;Answered;20240109;IN;09:45-10:00;01/09/2024 09:54;Yes;671e995646e84d15a9ad40d0ca76d363;Italy - DeLonghi - EC;delonghi_dl;01/09/2024 09:52;09:30-10:00;No;;No;;646f2c07509d8454b96bae9d;Denise xxxxxxxxx;01/09/2024 09:52;No;;10;128;110;;;16;;100;18;;;
3,91E+12;2909418a05d64a7c8b43991e32457e38;3,94E+11;Answered;20240228;IN;16:30-16:45;2/28/2024 4:50:52 PM;No;654591b1adec4f5895823c34339e0d24;Italy - DeLonghi - EC;delonghi_dl;2/28/2024 4:38:41 PM;16:30-17:00;No;;No;;6436e43eb87ce000a1beb74a;Sara xxxxxxxxx;2/28/2024 4:47:38 PM;No;;10;730;193;;;2;;183;536;;;
3,91E+12;295f4e032c52482ebbc7d22e4f0b56f6;3,93E+11;Answered;20240219;IN;13:45-14:00;2/19/2024 1:50:39 PM;Yes;17ff739558ad4b91affbd7f112d0f34c;Italy - DeLonghi - EC;delonghi_dl;2/19/2024 1:45:53 PM;13:30-14:00;No;;No;;6436e43eb87ce000a1beb74a;Sara xxxxxxxxx;2/19/2024 1:46:05 PM;No;;10;285;273;;;9;;263;12;;;
3,91E+12;299c30e9486b47469351071eb3c3c5ef;3,94E+11;Answered;20240116;IN;15:45-16:00;1/16/2024 3:53:49 PM;Yes;ae9a3d9461d74383b7f05434886d9043;Italy - DeLonghi - EC;delonghi_dl;1/16/2024 3:49:08 PM;15:30-16:00;No;;No;;6436e43d49b1301c7f1222cd;Simona xxxxxx;1/16/2024 3:49:19 PM;No;;10;280;268;;;8;;258;11;;;
3,91E+12;29a166bcf6a64149a3462f057330821c;3,93E+11;Answered;20240228;IN;12:15-12:30;2/28/2024 12:27:36 PM;Yes;7ebbc0c266534b6eac255a02443337c9;Italy - DeLonghi - EC;delonghi_dl;2/28/2024 12:18:23 PM;12:00-12:30;No;;No;;65489e58d13482535c7be929;Ivana xxxxxxxxxxx;2/28/2024 12:18:29 PM;No;;10;552;545;;;3;;535;5;;;
3,91E+12;29a59b0017354df692153ca232a809f6;3,93E+11;Answered;20240116;IN;12:15-12:30;1/16/2024 12:35:13 PM;No;179512af974346c1a258785bcbe086db;Italy - DeLonghi - EC;delonghi_dl;1/16/2024 12:23:01 PM;12:00-12:30;No;;No;;6436e441b87ce000a1beb74c;Antonina xxxxxxx;1/16/2024 12:31:34 PM;No;;10;731;217;;;3;;207;513;;;
3,91E+12;29c6848c818b4bbd89ac92152bb461a1;3,93E+11;Answered;20240304;IN;14:15-14:30;03/04/2024 14:31;Yes;5617ff3cbf7649ecbcb381916bad8211;Italy - DeLonghi - EC;delonghi_dl;03/04/2024 14:24;14:00-14:30;No;;No;;6436e443b87ce000a1beb74d;Federica xxxxxx;03/04/2024 14:25;No;;3;381;373;211;211;5;;159;7;;;
3,91E+12;29f822bac0ce437296753a6a7c038335;3,93E+11;Answered;20240229;IN;13:30-13:45;2/29/2024 1:41:44 PM;Yes;629d5585a26946fe84d7c16c724fd41f;Italy - DeLonghi - EC;delonghi_dl;2/29/2024 1:37:47 PM;13:30-14:00;No;;No;;6436e44149b1301c7f1222cf;Eliana xxxxxxx;2/29/2024 1:38:04 PM;No;;10;236;218;70;70;14;;138;16;;;
3,91E+12;2a3f779abbd14f9fabe58e3a161c79a0;3,93E+11;Answered;20240120;IN;10:30-10:45;1/20/2024 10:40:46 AM;No;47a6252babd8467aabe7123e804b1fc1;Italy - DeLonghi - EC;delonghi_dl;1/20/2024 10:35:19 AM;10:30-11:00;No;;No;;6436e440b87ce000a1beb74b;Laura xxxxxxx;1/20/2024 10:37:56 AM;No;;10;326;168;;;2;;158;156;;;
3,91E+12;2a926243d46048ee8a6842361da34ed7;3,93E+11;Answered;20240115;IN;14:15-14:30;1/15/2024 2:33:24 PM;Yes;7e408745ef2f4566b73dbac5d10b84b3;Italy - DeLonghi - EC;delonghi_dl;1/15/2024 2:29:38 PM;14:00-14:30;No;;No;;6436e43eb87ce000a1beb74a;Sara xxxxxxxxx;1/15/2024 2:29:55 PM;No;;10;225;207;;;15;;197;17;;;
3,91E+12;2adf5ae6f5c241369a8ab6c997cae828;3,93E+11;Answered;20240206;IN;12:00-12:15;02/06/2024 12:08;Yes;db3a79f71632479dae7529a0f181ad86;Italy - DeLonghi - EC;delonghi_dl;02/06/2024 12:06;12:00-12:30;No;;No;;6436e43d49b1301c7f1222cc;Jenny xxxxxxxxx;02/06/2024 12:07;No;;10;84;77;;;4;;67;6;;;
3,91E+12;2aea475ace8d45058b18f4ed9edbf35d;3,93E+11;Answered;20240119;IN;15:30-15:45;1/19/2024 3:46:02 PM;No;6144410423c642939ae1227848c0f29f;Italy - DeLonghi - EC;delonghi_dl;1/19/2024 3:35:31 PM;15:30-16:00;No;;No;;6436e440b87ce000a1beb74b;Laura xxxxxxx;1/19/2024 3:40:34 PM;No;;10;630;327;;;16;;317;302;;;
3,91E+12;2b060b56552c4bb888a9b3f3326917f7;3,93E+11;Answered;20240108;IN;09:00-09:15;01/08/2024 09:15;Yes;4cfed2a43c07426b925f36200e5f59dd;Italy - DeLonghi - EC;delonghi_dl;01/08/2024 09:13;09:00-09:30;No;;No;;65489e58d13482535c7be929;Ivana xxxxxxxxxxx;01/08/2024 09:13;No;;10;142;136;;;2;;126;4;;;
3,91E+12;2b75392235f445b0aca42fbf15dcb9c9;3,93E+11;Answered;20240115;IN;15:30-15:45;1/15/2024 3:52:04 PM;Yes;d21f815d918a44a9a7a1328081d83cb2;Italy - DeLonghi - EC;delonghi_dl;1/15/2024 3:43:30 PM;15:30-16:00;No;;No;;6436e440b87ce000a1beb74b;Laura xxxxxxx;1/15/2024 3:43:41 PM;No;;10;513;501;;;8;;491;10;;;
3,91E+12;2b7fac45e70f41ad8029eff1c42d47bf;3,93E+11;Answered;20240213;IN;08:30-08:45;2/13/2024 8:35:07 AM;No;26d14e7cae9e4effa650ff6aeac5b1d6;Italy - DeLonghi - EC;delonghi_dl;2/13/2024 8:32:07 AM;08:30-09:00;No;;No;;6436e4426cee473a5f29c459;Laura xxxxxxxxx;2/13/2024 8:32:41 AM;No;;10;179;144;;;4;;134;34;;;
3,91E+12;2b97c57b1ea0475d98df8e818bed58ec;3,93E+11;Answered;20240113;IN;12:45-13:00;1/13/2024 12:58:54 PM;Yes;d1b4fe5156c840a893f59ab63645a213;Italy - DeLonghi - EC;delonghi_dl;1/13/2024 12:56:31 PM;12:30-13:00;No;;No;;6436e443b87ce000a1beb74d;Federica xxxxxx;1/13/2024 12:56:36 PM;No;;10;142;136;;;2;;126;4;;;
3,91E+12;2ba8a8bd58c44f7ab720e5ec753b00ec;3,93E+11;Answered;20240311;IN;12:00-12:15;03/11/2024 12:17;Yes;8c2cfd1ddc1e452f92b8fb7f21a64e8e;Italy - DeLonghi - EC;delonghi_dl;03/11/2024 12:12;12:00-12:30;No;;No;;65489e58d13482535c7be929;Ivana xxxxxxxxxxx;03/11/2024 12:12;No;;10;325;315;;;6;;305;8;;;
3,91E+12;2bdded06ca53479b9edb8e928be63f59;3,93E+11;Answered;20240313;IN;12:45-13:00;3/13/2024 12:54:19 PM;Yes;8fbf9b052eca4512832a2a88f08de9d8;Italy - DeLonghi - EC;delonghi_dl;3/13/2024 12:50:38 PM;12:30-13:00;No;;No;;6436e43b49b1301c7f1222ca;Andrea xxxxxxxxx;3/13/2024 12:50:57 PM;No;;10;220;200;;;16;;190;18;;;
3,91E+12;2bffe1f37dc14da584ef3b8246bf375d;3,93E+11;Answered;20240108;IN;10:00-10:15;01/08/2024 10:22;No;6d49305f01374bd7913c4998fb2a63ff;Italy - DeLonghi - EC;delonghi_dl;01/08/2024 10:14;10:00-10:30;No;;No;;65489e58d13482535c7be929;Ivana xxxxxxxxxxx;01/08/2024 10:17;No;;10;448;294;;;2;;284;154;;;
3,91E+12;2c3ed490cfbc42ee8b08c12b5abff0e3;3,90E+11;Answered;20240220;IN;09:00-09:15;2/20/2024 9:23:50 AM;Yes;d651fa97604948d281a8c520316e5022;Italy - DeLonghi - EC;delonghi_br;2/20/2024 9:05:46 AM;09:00-09:30;No;;No;;65489e58d13482535c7be929;Ivana xxxxxxxxxxx;2/20/2024 9:05:52 AM;No;;10;1084;1077;;;3;;1067;6;;;
3,91E+12;2ce28e3e49914d73bc25e55934dda00f;3,93E+11;Answered;20240226;IN;09:15-09:30;2/26/2024 9:33:51 AM;Yes;5c68cfbaeae24ede81e9c378d1e29f69;Italy - DeLonghi - EC;delonghi_dl;2/26/2024 9:29:18 AM;09:00-09:30;No;;No;;6436e44149b1301c7f1222cf;Eliana xxxxxxx;2/26/2024 9:29:31 AM;No;;10;272;258;;;11;;248;13;;;
3,91E+12;2d82832c9171457195c8ee69711e539a;3,93E+11;Answered;20240226;IN;11:30-11:45;2/26/2024 11:46:46 AM;No;0b2e5d28334845949d6d88caaf3f7501;Italy - DeLonghi - EC;delonghi_dl;2/26/2024 11:40:23 AM;11:30-12:00;No;;No;;6436e43b49b1301c7f1222ca;Andrea xxxxxxxxx;2/26/2024 11:42:47 AM;No;;10;382;237;;;34;;227;144;;;
3,91E+12;2ddca8f4a52b4c1490aa3a77f2c4d3fa;3,93E+11;Answered;20240302;IN;10:15-10:30;03/02/2024 10:47;Yes;c6415c83a0e54a12a468d6bda9427599;Italy - DeLonghi - EC;delonghi_br;03/02/2024 10:29;10:00-10:30;No;;No;;6436e441b87ce000a1beb74c;Antonina xxxxxxx;03/02/2024 10:30;No;;10;1044;1021;;;2;;1011;22;;;
3,91E+12;2de3215ebb624ac891c5e5825a51e17c;3,93E+11;Answered;20240122;IN;12:30-12:45;1/22/2024 12:45:27 PM;Yes;4a09f4a81909409d9bde1a4195203d0c;Italy - DeLonghi - EC;delonghi_dl;1/22/2024 12:43:08 PM;12:30-13:00;No;;No;;65489e58d13482535c7be929;Ivana xxxxxxxxxxx;1/22/2024 12:43:13 PM;No;;11;138;133;;;2;;122;4;;;
3,91E+12;2e2c5090cfbd4c01a7606d91c20335fe;3,93E+11;Answered;20240131;IN;10:00-10:15;1/31/2024 10:21:04 AM;No;cfe23d832cf44b8fa4c8ad5155e1a5a1;Italy - DeLonghi - EC;delonghi_dl;1/31/2024 10:12:38 AM;10:00-10:30;No;;No;;6436e441b87ce000a1beb74c;Antonina xxxxxxx;1/31/2024 10:19:36 AM;No;;10;505;86;;;8;;76;418;;;
3,91E+12;2e95d341e16446c295516f263f40618f;3,93E+11;Answered;20240131;IN;10:30-10:45;1/31/2024 10:50:16 AM;Yes;1c151b51881344cc9a413d973773afb9;Italy - DeLonghi - EC;delonghi_dl;1/31/2024 10:40:47 AM;10:30-11:00;No;;No;;6436e440b87ce000a1beb74b;Laura xxxxxxx;1/31/2024 10:40:55 AM;No;;11;568;560;;;6;;549;8;;;
3,91E+12;2eb531e7090f4212b69b5c35e5c8503f;3,93E+11;Answered;20240221;IN;15:30-15:45;2/21/2024 3:44:38 PM;Yes;f1060dcfd1fd4b28a3e57d50c7077f88;Italy - DeLonghi - EC;delonghi_dl;2/21/2024 3:43:23 PM;15:30-16:00;No;;No;;6436e443b87ce000a1beb74d;Federica xxxxxx;2/21/2024 3:43:29 PM;No;;10;74;68;;;2;;58;5;;;
3,91E+12;2eb77147e8f84884a08299103483b925;39029185305;Answered;20240222;IN;16:00-16:15;2/22/2024 4:14:40 PM;Yes;fe8bb704e65b4ee7a29e52f931ac34a5;Italy - DeLonghi - EC;delonghi_br;2/22/2024 4:09:35 PM;16:00-16:30;No;;No;;6436e440b87ce000a1beb74b;Laura xxxxxxx;2/22/2024 4:09:45 PM;No;;10;304;293;;;7;;283;10;;;
3,91E+12;2f4ed023ea674bbaa088476d029e3463;3,91E+11;Answered;20240131;IN;16:30-16:45;1/31/2024 4:40:26 PM;No;d25867cf7f8545d282d4dca27c54f801;Italy - DeLonghi - EC;delonghi_br;1/31/2024 4:32:51 PM;16:30-17:00;No;;No;;6436e43b49b1301c7f1222ca;Andrea xxxxxxxxx;1/31/2024 4:37:36 PM;No;;10;454;168;;;14;;158;285;;;
3,91E+12;2fa91872e26644b681a1c72a0601a069;3,93E+11;Answered;20240115;IN;12:00-12:15;1/15/2024 12:23:08 PM;Yes;da32997daed442b1a00d5478c7bcfba6;Italy - DeLonghi - EC;delonghi_dl;1/15/2024 12:14:02 PM;12:00-12:30;No;;No;;6436e440b87ce000a1beb74b;Laura xxxxxxx;1/15/2024 12:14:11 PM;No;;10;545;535;125;125;6;;400;8;;;
3,91E+12;30530b04ab1e4a54b15b072e6d421ca6;3,93E+11;Answered;20240220;IN;16:30-16:45;2/20/2024 4:44:06 PM;Yes;30f43c7a1286445bb91707163e35e345;Italy - DeLonghi - EC;delonghi_dl;2/20/2024 4:41:08 PM;16:30-17:00;No;;No;;6436e43eb87ce000a1beb74a;Sara xxxxxxxxx;2/20/2024 4:41:14 PM;No;;10;177;170;;;4;;160;6;;;
3,91E+12;30acd9d5677e4dccb8f5395945586e4a;3,93E+11;Answered;20240227;IN;13:15-13:30;2/27/2024 1:23:46 PM;Yes;edd7a717f818462a97308f383ce6d489;Italy - DeLonghi - EC;delonghi_dl;2/27/2024 1:21:59 PM;13:00-13:30;No;;No;;65489e58d13482535c7be929;Ivana xxxxxxxxxxx;2/27/2024 1:22:06 PM;No;;10;106;99;;;4;;89;7;;;
3,91E+12;30ebec095aaf4c7da9a62544cd56c1e7;3,93E+11;Answered;20240118;IN;13:30-13:45;1/18/2024 1:36:26 PM;Yes;a4e25fe95e8144b08e11b20fc3f30c2c;Italy - DeLonghi - EC;delonghi_dl;1/18/2024 1:34:19 PM;13:30-14:00;No;;No;;6436e4426cee473a5f29c459;Laura xxxxxxxxx;1/18/2024 1:34:27 PM;No;;10;127;118;;;5;;108;8;;;
3,91E+12;312ac7c583084721b94c85fdee37d320;3,93E+11;Answered;20240226;IN;08:15-08:30;2/26/2024 8:34:21 AM;Yes;d98312c2ffaa4d1d9c3b3c5f08541a02;Italy - DeLonghi - EC;delonghi_dl;2/26/2024 8:29:01 AM;08:00-08:30;No;;No;;6436e44149b1301c7f1222cf;Eliana xxxxxxx;2/26/2024 8:29:08 AM;No;;11;319;312;;;4;;301;7;;;
3,91E+12;3150af3f192649bfac9a1813e77b0d5d;3,93E+11;Answered;20240118;IN;11:30-11:45;1/18/2024 11:55:22 AM;No;bb81e97f2a384b6185e670113e777329;Italy - DeLonghi - EC;delonghi_dl;1/18/2024 11:40:40 AM;11:30-12:00;No;;No;;6436e43f6cee473a5f29c458;Caterina xxxxx;1/18/2024 11:47:36 AM;No;;10;881;464;159;159;2;;295;415;;;
3,91E+12;31668b672bdc4b5eb03a64dba9ffd58b;3,93E+11;Answered;20240221;IN;14:15-14:30;2/21/2024 2:36:46 PM;No;47e9431186924f5b80f8fe1f7206282e;Italy - DeLonghi - EC;delonghi_dl;2/21/2024 2:22:40 PM;14:00-14:30;No;;No;;6436e43b49b1301c7f1222ca;Andrea xxxxxxxxx;2/21/2024 2:32:30 PM;No;;1;845;254;;;28;;253;590;;;
3,91E+12;31dac53030f84fedbb5d19685884892b;3,93E+11;Answered;20240109;IN;17:15-17:30;01/09/2024 17:20;Yes;9f17205695704ca7ad97e0b2df085454;Italy - DeLonghi - EC;delonghi_dl;01/09/2024 17:17;17:00-17:30;No;;No;;6436e43eb87ce000a1beb74a;Sara xxxxxxxxx;01/09/2024 17:17;No;;9;174;169;;;2;;160;5;;;
3,91E+12;31e6566583b14d748c829096c39593bd;3,93E+11;Answered;20240117;IN;13:00-13:15;1/17/2024 1:09:59 PM;Yes;ac619924b059455bb0063d67c8bf70f4;Italy - DeLonghi - EC;delonghi_dl;1/17/2024 1:08:00 PM;13:00-13:30;No;;No;;6436e43eb87ce000a1beb74a;Sara xxxxxxxxx;1/17/2024 1:08:05 PM;No;;10;118;113;;;2;;103;5;;;
3,91E+12;3230f23e624c4717986ebc9f45ba41a9;3,93E+11;Answered;20240226;IN;15:45-16:00;2/26/2024 3:58:48 PM;No;44d0049fd61f4c16aa5eb21c6df7cbbb;Italy - DeLonghi - EC;delonghi_dl;2/26/2024 3:51:23 PM;15:30-16:00;No;;No;;6436e43b49b1301c7f1222ca;Andrea xxxxxxxxx;2/26/2024 3:53:02 PM;No;;2;445;345;;;32;;343;99;;;
3,91E+12;324d98f255db4a4189adb5621a50f4ad;3,93E+11;Answered;20240127;IN;13:45-14:00;1/27/2024 1:56:59 PM;Yes;0e291bd2db044d5ea01f3ebe3f6c19f0;Italy - DeLonghi - EC;delonghi_br;1/27/2024 1:55:30 PM;13:30-14:00;No;;No;;6436e43eb87ce000a1beb74a;Sara xxxxxxxxx;1/27/2024 1:55:37 PM;No;;10;88;81;;;5;;71;7;;;
3,91E+12;327686f787b348228e1dbc49096dbf23;3,93E+11;Answered;20240118;IN;13:00-13:15;1/18/2024 1:03:46 PM;Yes;587a988be03e4c7ea7ae0fde34bd4fa5;Italy - DeLonghi - EC;delonghi_dl;1/18/2024 1:00:10 PM;13:00-13:30;No;;No;;6436e43eb87ce000a1beb74a;Sara xxxxxxxxx;1/18/2024 1:00:17 PM;No;;10;215;208;;;4;;198;6;;;
3,91E+12;328de70de7ad4884aa67509f9295c434;3,94E+11;Answered;20240115;IN;12:30-12:45;1/15/2024 12:43:27 PM;Yes;a11e93d6c5c44b869f802ab3086d5cb8;Italy - DeLonghi - EC;delonghi_dl;1/15/2024 12:39:37 PM;12:30-13:00;No;;No;;6436e43d49b1301c7f1222cd;Simona xxxxxx;1/15/2024 12:39:44 PM;No;;10;229;222;;;4;;212;6;;;
3,91E+12;32b40a142acd441dbaf41d3723c01e85;39335261666;Answered;20240111;IN;09:00-09:15;01/11/2024 09:15;Yes;7c6adf06a34440a3be8beb3ea0d84a4f;Italy - DeLonghi - EC;delonghi_dl;01/11/2024 09:06;09:00-09:30;No;;No;;65489e58d13482535c7be929;Ivana xxxxxxxxxxx;01/11/2024 09:06;No;;10;562;556;;;2;;546;4;;;
3,91E+12;33100f07da9843e0be5857c7d1eaef1f;3,93E+11;Abandoned;20240209;IN;17:15-17:30;02/09/2024 17:32;No;04c534a36579442d85a71b36b741c90a;Italy - DeLonghi - EC;delonghi_dl;02/09/2024 17:26;17:00-17:30;No;;No;;; ;;No;399;;399;;;;;;;399;;;
3,91E+12;33282ac85b254e9ea88868714df856dc;3,93E+11;Answered;20240209;IN;13:00-13:15;02/09/2024 13:13;Yes;8240e9e4e6a64c1a8339847bbff40ff1;Italy - DeLonghi - EC;delonghi_dl;02/09/2024 13:07;13:00-13:30;No;;No;;6436e43eb87ce000a1beb74a;Sara xxxxxxxxx;02/09/2024 13:07;No;;10;351;344;;;5;;334;7;;;
3,91E+12;33348feb3a294343ad878c8bc62c4394;3,93E+11;Answered;20240122;IN;11:30-11:45;1/22/2024 11:40:40 AM;No;07cc60ed705d4cb6a75138057e678113;Italy - DeLonghi - EC;delonghi_dl;1/22/2024 11:33:38 AM;11:30-12:00;No;;No;;65489e58d13482535c7be929;Ivana xxxxxxxxxxx;1/22/2024 11:34:20 AM;No;;10;421;378;;;2;;368;42;;;
3,91E+12;339f71da7fcb4ee2bae8a4a25fa34ddf;3,91E+11;Answered;20240313;IN;10:30-10:45;3/13/2024 10:38:58 AM;Yes;38dc920e506d4e1e91380fb9633e9856;Italy - DeLonghi - EC;delonghi_dl;3/13/2024 10:34:55 AM;10:30-11:00;No;;No;;6436e43eb87ce000a1beb74a;Sara xxxxxxxxx;3/13/2024 10:35:03 AM;No;;10;242;233;;;5;;223;8;;;
3,91E+12;33c6eacbec1f493fa374e3ce383366db;3,93E+11;Answered;20240214;IN;09:00-09:15;2/14/2024 9:11:38 AM;Yes;ffdc63bd08fd4060a9e086d3a25447a1;Italy - DeLonghi - EC;delonghi_dl;2/14/2024 9:03:43 AM;09:00-09:30;No;;No;;6436e441b87ce000a1beb74c;Antonina xxxxxxx;2/14/2024 9:03:48 AM;No;;10;474;468;;;3;;458;4;;;
3,91E+12;3490ac03db5c415593efdc2838089263;39055838085;Abandoned;20240205;IN;16:45-17:00;02/05/2024 17:01;No;bb0de78ce44a44d6b57cf253190c1c49;Italy - DeLonghi - EC;delonghi_dl;02/05/2024 16:59;16:30-17:00;No;;No;;; ;;No;121;;121;;;;;;;121;;;
